,tokens,h,t,relation,relation_definition,r_pid,has_relation,relation_prop_wiki,possible_probs
2843,"['Elections', 'are', 'run', 'by', 'the', 'Independent', 'Electoral', 'Commission', ',', 'and', 'have', 'been', 'held', 'in', '1994', ',', '1999', ',', '2004', ',', '2009', 'and', '2014', '.']","['2004', 'Q1464556', [[18]]]","['2009', 'Q591787', [[20]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1464556'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q591787'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1464556'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q591787'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2844,"['Internet', 'Explorer', '8', 'was', 'promoted', 'by', 'Microsoft', 'as', 'having', 'stricter', 'adherence', 'to', 'W3C', 'described', 'web', 'standards', 'than', 'Internet', 'Explorer', '7', '.']","['internet explorer 7', 'Q865500', [[17, 18, 19]]]","['internet explorer 8', 'Q841259', [[0, 1, 2]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q865500'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q841259'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q865500'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q841259'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2845,"['Heinen', '-', 'Kljajic', 'was', 'elected', 'to', 'the', 'Lower', 'Saxon', 'Landtag', 'in', '2003', 'state', 'elections', ',', 'and', 'has', 'been', 're', '-', 'elected', 'in', '2008', 'and', '2013', '.']","['2008', 'Q324296', [[22]]]","['2013', 'Q820632', [[24]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q324296'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q820632'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q324296'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q820632'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2846,"['He', 'mastered', 'this', 'style', 'by', '1987–1991', '(', 'with', '""', 'Schizophrenia', '""', ',', '""', 'Beneath', 'the', 'Remains', '""', 'and', '""', 'Arise', '""', ')', '.']","['beneath the remains', 'Q792779', [[13, 14, 15]]]","['arise', 'Q663821', [[19]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q792779'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q663821'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q792779'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q663821'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2847,"['The', 'record', 'for', 'most', 'wins', 'is', 'held', 'by', 'Roberto', 'Heras', 'of', 'Spain', ',', 'winner', 'in', '2000', ',', '2003', ',', '2004', 'and', '2005', '.']","['2004', 'Q1071704', [[19]]]","['2005', 'Q1048779', [[21]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1071704'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1048779'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1071704'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1048779'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}]","['P155', 'P156']"
2848,"['Rihanna', 'topped', 'the', 'chart', 'with', '""', 'Russian', 'Roulette', '""', ',', '""', 'Hard', '""', ',', 'a', 'collaboration', 'with', 'Jeezy', ',', '""', 'Rude', 'Boy', '""', ',', 'and', '""', 'Only', 'Girl', '(', 'In', 'the', 'World', ')', '""', '.']","['hard', 'Q610224', [[11]]]","['rude boy', 'Q830800', [[20, 21]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q610224'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q830800'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q610224'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q830800'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2849,"['In', '2000', 'and', '2001', ',', 'he', 'directed', 'Spanish', 'national', 'finals', '""', 'Eurocanción', '2000', '""', 'and', '""', 'Eurocanción', '2001', '""', '.']","['eurocanción 2000', 'Q7572908', [[11, 12]]]","['eurocanción 2001', 'Q7572909', [[16, 17]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7572908'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7572909'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7572908'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7572909'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2850,"['It', 'begins', 'in', 'the', 'key', 'of', 'F', 'major', 'at', 'a', 'moderately', 'slow', 'tempo', 'of', '72', 'beats', 'per', 'minute', ',', 'before', 'modulating', 'to', 'D', 'major', ',', 'then', 'G', 'major', ',', 'and', 'ending', 'in', 'E', 'major', '.']","['e major', 'Q1125102', [[32, 33]]]","['f major', 'Q913790', [[6, 7]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1125102'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q913790'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1125102'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q913790'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2851,"['On', '3', 'November', '1990', ',', 'the', 'League', 'of', 'Communists', 'of', 'Croatia', 'held', 'a', 'convention', 'where', 'they', 'changed', 'their', 'name', 'to', 'the', 'Social', 'Democratic', 'Party', 'of', 'Croatia', '.']","['league of communists of croatia', 'Q1268048', [[6, 7, 8, 9, 10]]]","['social democratic party of croatia', 'Q830323', [[21, 22, 23, 24, 25]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1268048'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q830323'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1268048'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q830323'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2852,"['Smurfette', 'is', 'voiced', 'by', 'pop', 'singer', 'Katy', 'Perry', 'in', 'the', '2011', 'film', 'version', ',', 'and', 'its', '2013', 'sequel', ',', 'Melissa', 'Sturm', 'in', '""', '""', 'and', '""', '""', 'and', 'recording', 'artist', 'Demi', 'Lovato', 'in', '""', '""', '.']","['2011 film version', 'Q454398', [[10, 11, 12]]]","['2013 sequel', 'Q1253366', [[16, 17]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q454398'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1253366'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q454398'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1253366'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2853,"['Three', 'singles', ',', '""', 'Standing', 'in', 'the', 'Way', 'of', 'Control', '""', ',', '""', 'Listen', 'Up', '!', '""']","['standing in the way of control', 'Q2467892', [[4, 5, 6, 7, 8, 9]]]","['listen up!', 'Q6646370', [[13, 14, 15]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2467892'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q6646370'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2467892'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q6646370'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2854,"['They', 'lived', 'during', 'the', 'Upper', 'Cretaceous', '(', 'upper', 'Campanian', '-', 'Lower', 'Maastrichtian', ')', 'in', 'what', 'is', 'now', 'Spain', 'and', 'southern', 'France', '.']","['campanian', 'Q492941', [[8]]]","['maastrichtian', 'Q278141', [[11]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q492941'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q278141'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q492941'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q278141'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}]","['P155', 'P156']"
2855,"['After', 'being', 're', '-', 'elected', 'in', '1989', ',', 'he', 'was', 'defeated', 'in', '1994', '.']","['1989', 'Q3586423', [[6]]]","['1994', 'Q3586424', [[12]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3586423'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3586424'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3586423'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3586424'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2856,"['Her', 'entries', 'in', '2012', '(', '""', 'The', 'Social', 'Network', 'Song', '""', ')', 'and', '2013', '(', '""', 'Crisalide', '(', 'Vola', ')', '""', ')', 'also', 'failed', 'to', 'qualify', 'San', 'Marino', 'to', 'the', 'final', '.']","['the social network song', 'Q1068450', [[6, 7, 8, 9]]]","['crisalide (vola)', 'Q4121229', [[16, 17, 18, 19]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1068450'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4121229'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1068450'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4121229'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2857,"['Dev', 'described', '""', 'Bass', 'Down', 'Low', '""', 'as', '""', 'sassy', 'and', 'fun', '""', 'and', 'considered', 'it', 'a', 'great', 'follow', '-', 'up', 'to', '""', 'Like', 'a', 'G6', '""', '.']","['like a g6', 'Q1459516', [[23, 24, 25]]]","['bass down low', 'Q791223', [[3, 4, 5]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1459516'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q791223'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1459516'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q791223'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2858,"['Enzi', 'won', 'a', 'tight', 'primary', 'for', 'election', 'to', 'the', 'U.S.', 'Senate', 'in', '1996', 'and', 'was', 're', '-', 'elected', 'by', 'large', 'margins', 'in', '2002', 'and', '2008', '.']","['in 1996', 'Q7892123', [[11, 12]]]","['in 2002', 'Q7892125', [[21, 22]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7892123'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7892125'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7892123'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7892125'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2859,"['The', 'runner', '-', 'up', ',', 'Nicolas', 'Frantz', ',', 'would', 'win', 'in', '1927', 'and', '1928', ';', 'in', '1928', 'he', 'would', 'repeat', 'the', 'feat', 'of', 'Bottecchia', 'of', 'wearing', 'the', 'yellow', 'jersey', 'the', 'entire', 'race', '.']","['1927', 'Q910610', [[11]]]","['1928', 'Q303422', [[13], [16]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q910610'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q303422'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q910610'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q303422'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2860,"['He', 'was', 'the', '31st', 'Governor', 'of', 'Illinois', 'from', '1949', 'to', '1953', ',', 'and', 'received', 'the', 'Democratic', 'Party', ""'s"", 'nomination', 'for', 'president', 'in', 'the', '1952', 'and', '1956', 'elections', '.']","['1952', 'Q699548', [[23]]]","['1956', 'Q699567', [[25]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q699548'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q699567'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q699548'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q699567'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2861,"['McCullough', ""'s"", 'two', 'Pulitzer', 'Prize', '-', 'winning', 'books', ',', '""', 'Truman', '""', 'and', '""', 'John', 'Adams', '""', ',', 'have', 'been', 'adapted', 'by', 'HBO', 'into', 'a', 'TV', 'film', 'and', 'a', 'miniseries', ',', 'respectively', '.']","['truman', 'Q7847688', [[10]]]","['john adams', 'Q2160347', [[14, 15]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7847688'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2160347'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7847688'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2160347'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2862,"['The', 'Chiron', 'name', 'was', 'used', 'again', 'on', 'the', '2016', 'successor', 'to', 'the', 'Bugatti', 'Veyron', '.']","['bugatti veyron', 'Q172610', [[12, 13]]]","['2016 successor', 'Q19947779', [[8, 9]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q172610'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q19947779'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q172610'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q19947779'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2863,"['Three', 'singles', 'were', 'released', 'from', 'it', ':', '""', 'Ca', ""n't"", 'Get', 'Over', '""', ',', '""', 'Until', 'I', 'Die', '""', 'and', '""', 'Because', 'I', 'Love', 'You', '""', '.']","['until i die', 'Q2297304', [[15, 16, 17]]]","['because i love you', 'Q3637360', [[21, 22, 23, 24]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2297304'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3637360'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2297304'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3637360'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}]","['P155', 'P156']"
2864,"['Due', 'to', 'necessary', 'consolidation', 'within', 'the', 'UK', 'IT', 'market', ',', 'MyTravel', 'Group', 'PLC', 'and', 'Thomas', 'Cook', 'AG', 'agreed', 'to', 'merge', 'in', 'March', '2007', 'to', 'form', 'Thomas', 'Cook', 'Group', 'PLC', '.']","['mytravel group', 'Q6944898', [[10, 11]]]","['thomas cook group', 'Q2141800', [[25, 26, 27]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q6944898'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2141800'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q6944898'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2141800'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}]","['P155', 'P156']"
2865,"['After', 'the', 'war', ',', 'he', 'was', 'elected', 'at', 'the', '1918', 'general', 'election', 'as', 'a', 'Conservative', 'Member', 'of', 'Parliament', 'for', 'Blackburn', ',', 'serving', 'until', 'the', '1922', 'general', 'election', '.']","['1918 general election', 'Q3042701', [[9, 10, 11]]]","['1922 general election', 'Q3084303', [[24, 25, 26]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3042701'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3084303'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3042701'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3084303'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2866,"['Type', 'XF', 'tenders', 'were', 'built', 'between', '1901', 'and', '1912', 'by', 'Neilson', ',', 'Reid', 'and', 'Company', ',', 'North', 'British', 'Locomotive', 'Company', 'and', 'Sharp', ',', 'Stewart', 'and', 'Company', '.']","['sharp, stewart and company', 'Q476988', [[21, 22, 23, 24, 25]]]","['north british locomotive company', 'Q751494', [[16, 17, 18, 19]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q476988'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q751494'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q476988'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q751494'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q476988'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q751494'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P749'}}]","['P156', 'P155']"
2867,"['During', 'his', 'political', 'career', ',', 'Catlin', 'was', 'a', 'member', 'of', 'the', 'Whig', 'Party', ',', 'the', 'Know', 'Nothing', 'Party', 'and', 'the', 'Republican', 'Party', '.']","['whig party', 'Q42183', [[11, 12]]]","['know nothing party', 'Q550678', [[15, 16, 17]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q42183'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q550678'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q42183'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q550678'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2868,"['Macdonald', 'was', 'first', 'elected', 'to', 'the', 'Canadian', 'House', 'of', 'Commons', 'at', 'King', ""'s"", 'riding', 'in', 'the', '1957', 'general', 'election', 'and', 're', '-', 'elected', 'there', 'in', 'the', '1958', 'election', '.']","['1957 general election', 'Q936847', [[16, 17, 18]]]","['1958 election', 'Q595982', [[26, 27]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q936847'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q595982'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q936847'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q595982'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
2869,"['Bertrand', 'was', 'later', 're', '-', 'elected', 'in', '2003', 'and', '2007', '.']","['2003', 'Q3586426', [[7]]]","['2007', 'Q3586427', [[9]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3586426'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3586427'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3586426'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3586427'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}]","['P155', 'P156']"
2870,"['The', 'zone', 'is', 'subdivided', 'into', '3', 'layers', 'and', 'encompasses', 'the', 'boundary', 'of', 'Late', 'Early', 'Triassic', 'and', 'Early', 'Middle', 'Triassic', 'period', '.']","['early', 'Q1075885', [[13], [16]]]","['middle triassic', 'Q929395', [[17, 18]]]",followed by,"immediately following item in a series of which the subject is a part [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]",P156,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1075885'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q929395'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P156'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1075885'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q929395'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P155'}}]","['P156', 'P155']"
